Table,Column,Position,Oracle_Data_Type,SQL_Server_Data_Type,GridName,GridID
COR_INBOX_ENTRY,C_ID,1,"NUMBER(38,0)",bigint,,
COR_INBOX_HEADERS,C_ID,1,"NUMBER(38,0)",bigint,,
COR_OUTBOX_ENTRY,C_ID,1,"NUMBER(38,0)",bigint,,
COR_OUTBOX_HEADERS,C_ID,1,"NUMBER(38,0)",bigint,,
COR_PROPERTY,C_ID,1,"NUMBER(38,0)",bigint,,
ESB_INBOUND_DUPLICATE,C_MESSAGE_ID,1,VARCHAR2(250),nvarchar(250),,
ESB_PREVIOUS_VERSION_MEDIATION,C_ID,1,"NUMBER(38,0)",bigint,,
ESB_VARIATION_ID_MEDIATION,C_ID,1,"NUMBER(38,0)",bigint,,
R5ACCOUNTDETAIL,ACD_CODE,1,NUMBER,int,,
R5ACCOUNTDETAIL,ACD_ACCOUNTED,2,VARCHAR2(2),nvarchar(2),,
R5ACDPARAMS,ADP_SEGMENT,1,VARCHAR2(30),nvarchar(30),,
R5ACTCHECKLISTS,ACK_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ACTCLASSES,ACL_CLASS,1,VARCHAR2(8),nvarchar(8),,
R5ACTCLASSES,ACL_CLASS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ACTCLASSES,ACL_ACTION,3,VARCHAR2(8),nvarchar(8),,
R5ACTCLCONDITIONITEMS,YCI_PK,1,VARCHAR2(30),nvarchar(30),,
R5ACTCLCONDITIONITEMS,YCI_ACKCODE,2,VARCHAR2(30),nvarchar(30),,
R5ACTCLCONDITIONITEMS,YCI_ITEMACKCODE,3,VARCHAR2(30),nvarchar(30),,
R5ACTCLCONDITIONS,YCC_PK,1,VARCHAR2(30),nvarchar(30),,
R5ACTIONCODES,ACC_CODE,1,VARCHAR2(8),nvarchar(8),,
R5ACTIVEQUEUELIST,AQT_CODE,1,VARCHAR2(60),nvarchar(60),,
R5ACTIVITIES,ACT_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5ACTIVITIES,ACT_ACT,2,"NUMBER(8,0)","numeric(8,0)",,
R5ACTQUALIFICATIONS,AQU_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5ACTQUALIFICATIONS,AQU_ACTIVITY,2,"NUMBER(8,0)","numeric(8,0)",,
R5ACTQUALIFICATIONS,AQU_QUALIFICATION,3,VARCHAR2(20),nvarchar(20),,
R5ACTQUALIFICATIONS,AQU_SOURCE,4,VARCHAR2(1),nvarchar(1),,
R5ACTSCHEDULES,ACS_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ADDETAILS,ADD_CODE,1,VARCHAR2(255),nvarchar(255),,
R5ADDETAILS,ADD_RENTITY,2,VARCHAR2(4),nvarchar(4),,
R5ADDETAILS,ADD_TYPE,3,VARCHAR2(4),nvarchar(4),,
R5ADDETAILS,ADD_LANG,4,VARCHAR2(2),nvarchar(2),,
R5ADDETAILS,ADD_LINE,5,"NUMBER(12,0)","numeric(12,0)",,
R5ADDETAILSINTERFACE,ADI_TRANSID,1,NUMBER,bigint,,
R5ADDITIONALCHARGE,ADC_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5ADDITIONALCHARGE,ADC_ACT,2,"NUMBER(8,0)","numeric(8,0)",,
R5ADDITIONALCHARGE,ADC_LINE,3,NUMBER,int,,
R5ADDPROPERTIES,APR_PROPERTY,1,VARCHAR2(8),nvarchar(8),,
R5ADDPROPERTIES,APR_RENTITY,2,VARCHAR2(4),nvarchar(4),,
R5ADDPROPERTIES,APR_CLASS,3,VARCHAR2(8),nvarchar(8),,
R5ADDPROPERTIES,APR_CLASS_ORG,4,VARCHAR2(15),nvarchar(15),,
R5ADDRESS,ADR_CODE,1,VARCHAR2(50),nvarchar(50),,
R5ADDRESS,ADR_RENTITY,2,VARCHAR2(4),nvarchar(4),,
R5ADDRESS,ADR_RTYPE,3,VARCHAR2(4),nvarchar(4),,
R5ADJUSTMENTS,ADJ_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ADJUSTMENTS,ADJ_ORG,2,VARCHAR2(15),nvarchar(15),,
R5AGREEMENTS,AGR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ALERTDATAOBJ,ADO_PK,1,"NUMBER(38,0)","numeric(38,0)",,
R5ALERTGENERATEWO,AGW_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTGRIDDATA,AGD_PK,1,VARCHAR2(30),nvarchar(30),,
R5ALERTGRIDPARAMS,AGP_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTGRIDPARAMS,AGP_PARAM,2,VARCHAR2(50),nvarchar(50),,
R5ALERTIONPULSE,ALI_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTMAIL,ALM_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTMAIL,ALM_TEMPLATE,2,VARCHAR2(18),nvarchar(18),,
R5ALERTPICKTICKETFIELDMAP,APF_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTPICKTICKETFIELDMAP,APF_PICKTICKETFIELD,2,VARCHAR2(30),nvarchar(30),,
R5ALERTS,ALT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ALERTSQL,ALS_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTSQL,ALS_RTYPE,2,VARCHAR2(4),nvarchar(4),,
R5ALERTWO,ALW_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALERTWOFIELDMAPPING,AWF_WOFIELD,2,VARCHAR2(30),nvarchar(30),,
R5ALERTWOPICKTICKET,AWP_ALERT,1,VARCHAR2(30),nvarchar(30),,
R5ALLTEXTS,ATX_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ALLTEXTS,ATX_TEXTTYPE,2,VARCHAR2(4),nvarchar(4),,
R5ALLTEXTS,ATX_LANG,3,VARCHAR2(2),nvarchar(2),,
R5ALTERNATESCREENFLOWS,ASF_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ALTERNATEUOMS,AUM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ALTERNATEUOMS,AUM_PARENTUOM,2,VARCHAR2(30),nvarchar(30),,
R5APIKEYS,AKY_APPLICATIONNAME,1,VARCHAR2(8),nvarchar(8),,
R5APIKEYS,AKY_USER,2,VARCHAR2(255),nvarchar(255),,
R5APMSCENARIOCAMPAIGN,APC_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOCAMPAIGN,APC_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOCAMPAIGN,APC_CAMPAIGN,3,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOCAMPAIGN,APC_CAMPAIGN_ORG,4,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOEQUIPMENT,AEQ_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOEQUIPMENT,AEQ_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOEQUIPMENT,AEQ_EQUIPMENT,3,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOEQUIPMENT,AEQ_EQUIPMENT_ORG,4,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOPROJECTS,APJ_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOPROJECTS,APJ_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOPROJECTS,APJ_PROJECT,3,VARCHAR2(20),nvarchar(20),,
R5APMSCENARIOS,ASR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOS,ASR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOWORKORDER,APW_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSCENARIOWORKORDER,APW_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSCENARIOWORKORDER,APW_EVENT,3,VARCHAR2(30),nvarchar(30),,
R5APMSNONCONFORMITIES,APN_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSNONCONFORMITIES,APN_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSNONCONFORMITIES,APN_NONCONFORMITY,3,VARCHAR2(30),nvarchar(30),,
R5APMSPMSCHEDULE,ASH_APMSCENARIO,1,VARCHAR2(30),nvarchar(30),,
R5APMSPMSCHEDULE,ASH_APMSCENARIO_ORG,2,VARCHAR2(15),nvarchar(15),,
R5APMSPMSCHEDULE,ASH_PMSCHEDULE,3,VARCHAR2(20),nvarchar(20),,
R5APPROVELISTS,APL_CODE,1,VARCHAR2(8),nvarchar(8),,
R5APPROVEUSERS,APU_LIST,1,VARCHAR2(8),nvarchar(8),,
R5APPROVEUSERS,APU_USER,2,VARCHAR2(255),nvarchar(255),,
R5ARCHIVERESULTS,ARE_PK,1,"NUMBER(38,0)","numeric(38,0)",,
R5ARCHIVES,ARC_CODE,1,"NUMBER(38,0)","numeric(38,0)",,
R5ARCTRACKDATA,ATD_TRANSORGID,1,NUMBER,bigint,,
R5ARRANGEMENTS,ARR_CODE,1,VARCHAR2(12),nvarchar(12),,
R5ARRJOBS,AJO_ARRANGEMENT,1,VARCHAR2(12),nvarchar(12),,
R5ARRJOBS,AJO_MRC,2,VARCHAR2(15),nvarchar(15),,
R5ARRJOBS,AJO_JOBTYPE,3,VARCHAR2(8),nvarchar(8),,
R5ARRJOBS,AJO_OBJCLASS,4,VARCHAR2(8),nvarchar(8),,
R5ARRJOBS,AJO_OBJCLASS_ORG,5,VARCHAR2(15),nvarchar(15),,
R5ARRPARTS,APA_ARRANGEMENT,1,VARCHAR2(12),nvarchar(12),,
R5ARRPARTS,APA_PARCLASS,2,VARCHAR2(8),nvarchar(8),,
R5ARRPARTS,APA_PARCLASS_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ARRPRICES,ARP_ARRANGEMENT,1,VARCHAR2(12),nvarchar(12),,
R5ARRPRICES,ARP_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ASPECTPOINTS,APO_OBJECT,1,VARCHAR2(30),nvarchar(30),,
R5ASPECTPOINTS,APO_OBJECT_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ASPECTPOINTS,APO_OBTYPE,3,VARCHAR2(4),nvarchar(4),,
R5ASPECTPOINTS,APO_ASPECT,4,VARCHAR2(30),nvarchar(30),,
R5ASPECTPOINTS,APO_POINT,5,VARCHAR2(30),nvarchar(30),,
R5ASPECTPOINTS,APO_POINTTYPE,6,VARCHAR2(30),nvarchar(30),,
R5ASPECTPROMPTS,APM_ASPECT,1,VARCHAR2(30),nvarchar(30),,
R5ASPECTPROMPTS,APM_SEQ,2,"NUMBER(2,0)","numeric(2,0)",,
R5ASPECTS,ASP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ASPECTTOLERANCE,AST_PK,1,VARCHAR2(30),nvarchar(30),,
R5ASPECTUOMS,ASU_UOM,2,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFCAPACITIES,CCP_OCDPK,1,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFCAPACITIES,CCP_CAPACITYCODE,2,VARCHAR2(8),nvarchar(8),,
R5ASSETCLASSDEFCAPACITIES,CCP_EFFECTIVE,3,DATE,datetime,,
R5ASSETCLASSDEFCOST,COS_OCDPK,1,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFCOST,COS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ASSETCLASSDEFCOST,COS_COSTTYPE,3,VARCHAR2(8),nvarchar(8),,
R5ASSETCLASSDEFFAILURECOST,ACF_OCDPK,1,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFFAILURECOST,ACF_ORG,2,VARCHAR2(15),nvarchar(15),,
R5ASSETCLASSDEFFAILURECOST,ACF_FAILUREMODECOSTTYPE,3,VARCHAR2(8),nvarchar(8),,
R5ASSETCLASSDEFINITION,OCD_PK,1,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFUSAGES,ADU_OCDPK,1,VARCHAR2(30),nvarchar(30),,
R5ASSETCLASSDEFUSAGES,ADU_UOM,2,VARCHAR2(30),nvarchar(30),,
R5ASSETINVENTORYPARAMS,AIP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5ASSETINVENTORYRESULTS,AIR_SESSIONID,1,"NUMBER(18,0)","numeric(18,0)",,
R5ASSETINVENTORYRESULTS,AIR_OBJ,2,VARCHAR2(30),nvarchar(30),,
R5ASSETINVENTORYRESULTS,AIR_OBJ_ORG,3,VARCHAR2(15),nvarchar(15),,
R5ATTRIBUTESETDEF,ASD_CODE,1,VARCHAR2(30),nvarchar(30),,
R5AUDATTRIBS,AAT_CODE,1,NUMBER,int,1UTAAT,100725
R5AUDITPK,APK_TABLE,1,VARCHAR2(30),nvarchar(30),,
R5AUDITPK,APK_SEQNO,2,NUMBER,int,,
R5AUTH,AUT_GROUP,1,VARCHAR2(12),nvarchar(12),,
R5AUTH,AUT_USER,2,VARCHAR2(255),nvarchar(255),,
R5AUTH,AUT_ENTITY,3,VARCHAR2(4),nvarchar(4),,
R5AUTH,AUT_STATUS,4,VARCHAR2(4),nvarchar(4),,
R5AUTH,AUT_STATNEW,5,VARCHAR2(4),nvarchar(4),,
R5AUTOWOS,AWO_SESSION,1,NUMBER,"numeric(18,0)",,
R5AVAILABILITY,AVL_DATE,1,DATE,datetime,,
R5AVAILABILITY,AVL_MRC,2,VARCHAR2(15),nvarchar(15),,
R5AVAILABILITY,AVL_TRADE,3,VARCHAR2(15),nvarchar(15),,
R5BARCODELABELS,BCL_LABEL,1,NUMBER,int,,
R5BARCODELABELS,BCL_SESSID,2,VARCHAR2(12),nvarchar(12),,
R5BARCODELABELS,BCL_ESCAPE,3,VARCHAR2(8),nvarchar(8),,
R5BARCODELABELS,BCL_COLUMN,4,VARCHAR2(25),nvarchar(25),,
R5BARCODEREADERS,BCR_CODE,1,VARCHAR2(4),nvarchar(4),,
R5BARCODESTTK,BCK_SERIAL,1,NUMBER,int,,
R5BARCODESTTK,BCK_READER,2,VARCHAR2(4),nvarchar(4),,
R5BARCODESTTK,BCK_STOCKTAKE,3,VARCHAR2(8),nvarchar(8),,
R5BARCODETRANS,BCT_SERIAL,1,NUMBER,int,,
R5BARCODETRANS,BCT_READER,2,VARCHAR2(4),nvarchar(4),,
R5BARESC,BCE_LINE,1,NUMBER,int,,
R5BARESC,BCE_ESCAPE,2,VARCHAR2(8),nvarchar(8),,
R5BARESC,BCE_COLUMN,3,VARCHAR2(25),nvarchar(25),,
R5BBNOTICES,BBN_CODE,1,VARCHAR2(30),nvarchar(30),,
R5BBNOTICES,BBN_ORG,2,VARCHAR2(15),nvarchar(15),,
R5BILLINGADJUSTMENTS,FBA_PK,1,VARCHAR2(30),nvarchar(30),,
R5BINS,BIN_STORE,1,VARCHAR2(15),nvarchar(15),,
R5BINS,BIN_CODE,2,VARCHAR2(15),nvarchar(15),,
R5BINSTOCK,BIS_STORE,1,VARCHAR2(15),nvarchar(15),,
R5BINSTOCK,BIS_PART,2,VARCHAR2(30),nvarchar(30),,
R5BINSTOCK,BIS_PART_ORG,3,VARCHAR2(15),nvarchar(15),,
R5BINSTOCK,BIS_BIN,4,VARCHAR2(15),nvarchar(15),,
R5BINSTOCK,BIS_LOT,5,VARCHAR2(12),nvarchar(12),,
R5BLANKETORDCLAUSES,BLC_BLANKETORDER,1,VARCHAR2(30),nvarchar(30),,
R5BLANKETORDCLAUSES,BLC_CLAUSE,2,VARCHAR2(8),nvarchar(8),,
R5BLANKETORDERS,BLO_BLANKETORDER,1,VARCHAR2(30),nvarchar(30),,
R5BLANKETORDLINES,BLL_BLANKETORDER,1,VARCHAR2(30),nvarchar(30),,
R5BLANKETORDLINES,BLL_BLANKETLINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5BLANKETORDUSERS,BLU_BLANKETORDER,1,VARCHAR2(30),nvarchar(30),,
R5BLANKETORDUSERS,BLU_USER,2,VARCHAR2(255),nvarchar(255),,
R5BOILERTEXTS,BOT_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5BOILERTEXTS,BOT_NUMBER,2,"NUMBER(4,0)","numeric(4,0)",,
R5BOILERTEXTS,BOT_LANG,3,VARCHAR2(2),nvarchar(2),,
R5BOOKEDHOURS,BOO_CODE,1,VARCHAR2(30),nvarchar(30),,
R5BOOKEDHOURSINTERFACE,BOI_TRANSID,1,NUMBER,bigint,,
R5BUDGETAMOUNTS,BDA_CODE,1,VARCHAR2(8),nvarchar(30),,
R5BUDGETAMOUNTS,BDA_VERSION,2,"NUMBER(3,0)","numeric(3,0)",,
R5BUDGETDETAILS,BDT_CODE,1,VARCHAR2(30),nvarchar(30),,
R5BUDGETGROUPS,BGR_CODE,1,VARCHAR2(5),nvarchar(5),,
R5BUDGETITEMS,BIT_GROUP,1,VARCHAR2(5),nvarchar(5),,
R5BUDGETITEMS,BIT_CODE,2,VARCHAR2(30),nvarchar(30),,
R5BUDGETITEMS,BIT_CODE_ORG,3,VARCHAR2(15),nvarchar(15),,
R5BUDGETS,BUD_CODE,1,VARCHAR2(17),nvarchar(17),,
R5BUDGETS,BUD_YEAR,2,VARCHAR2(8),nvarchar(8),,
R5BUDGETSTRUCTURE,BUS_CODE,1,VARCHAR2(17),nvarchar(17),,
R5BUILDINGLAYOUT,BLY_CODE,1,VARCHAR2(30),nvarchar(30),,
R5BURANKINGVALUESCLASSES,BRC_PK,1,VARCHAR2(30),nvarchar(30),,
R5CALCEVENTS,CEV_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5CALCEVENTS,CEV_INCREMENT,2,"NUMBER(4,0)","numeric(4,0)",,
R5CALCEVTLINES,CEL_EVENT,1,VARCHAR2(30),nvarchar(30),,
R5CALCEVTLINES,CEL_INCREMENT,2,"NUMBER(4,0)","numeric(4,0)",,
R5CALCEVTLINES,CEL_LINE,3,"NUMBER(8,0)","numeric(8,0)",,
R5CALENDARS,CAL_CODE,1,VARCHAR2(2),nvarchar(2),,
R5CALGROUPS,CLG_CODE,1,VARCHAR2(8),nvarchar(8),,
R5CALLERS,CLL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CAMPAIGNEVENTS,CGE_CAMPAIGN,1,VARCHAR2(30),nvarchar(30),,
R5CAMPAIGNEVENTS,CGE_CAMPAIGN_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CAMPAIGNEVENTS,CGE_LINE,3,"NUMBER(8,0)","numeric(8,0)",,
R5CAMPAIGNOBJECTS,CGO_CAMPAIGN,1,VARCHAR2(30),nvarchar(30),,
R5CAMPAIGNOBJECTS,CGO_CAMPAIGN_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CAMPAIGNOBJECTS,CGO_OBJECT,3,VARCHAR2(30),nvarchar(30),,
R5CAMPAIGNOBJECTS,CGO_OBJECT_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CAMPAIGNS,CAM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CAMPAIGNS,CAM_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CAPITALPLANNINGREQUESTS,CPR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CAPITALPLANNINGREQUESTS,CPR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CASEMANAGEMENT,CSM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTCONSEQUENCES,CMC_PK,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTCORRACTIONS,CCA_PK,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTEVENTLOG,CML_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTFAILUREMODES,CMF_FAILUREMODE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTRCMMAPPING,CMP_PK,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTROOTCAUSES,CRA_ROOTCAUSE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANAGEMENTTASKS,TCM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANRELATEDCASES,CMR_CASE,1,VARCHAR2(30),nvarchar(30),,
R5CASEMANRELATEDCASES,CMR_RELATEDCASE,2,VARCHAR2(30),nvarchar(30),,
R5CASETASKS,CTA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CATALOGREFERENCES,CRF_PART,1,VARCHAR2(30),nvarchar(30),,
R5CATALOGREFERENCES,CRF_PART_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CATALOGREFERENCES,CRF_SUPPLIER,3,VARCHAR2(30),nvarchar(30),,
R5CATALOGREFERENCES,CRF_SUPPLIER_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CATALOGREFERENCES,CRF_REFERENCE,5,VARCHAR2(50),nvarchar(50),,
R5CATALOGUE,CAT_PART,1,VARCHAR2(30),nvarchar(30),,
R5CATALOGUE,CAT_PART_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CATALOGUE,CAT_SUPPLIER,3,VARCHAR2(30),nvarchar(30),,
R5CATALOGUE,CAT_SUPPLIER_ORG,4,VARCHAR2(15),nvarchar(15),,
R5CAUSECLASSES,CAC_CLASS,1,VARCHAR2(8),nvarchar(8),,
R5CAUSECLASSES,CAC_CLASS_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CAUSECLASSES,CAC_CAUSE,3,VARCHAR2(8),nvarchar(8),,
R5CAUSES,CAU_CODE,1,VARCHAR2(8),nvarchar(8),,
R5CCTRCALGROUPPERIODS,CGP_PERIOD,1,VARCHAR2(30),nvarchar(30),,
R5CCTRCALGROUPPERIODS,CGP_GROUPCODE,2,VARCHAR2(15),nvarchar(15),,
R5CCTRCALGROUPPERIODS,CGP_GROUPORG,3,VARCHAR2(15),nvarchar(15),,
R5CCTRCALGROUPS,CGR_CODE,1,VARCHAR2(15),nvarchar(15),,
R5CCTRCALGROUPS,CGR_ORG,2,VARCHAR2(15),nvarchar(15),,
R5CHANGEDCANVASES,CHC_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5CHANGEDCANVASES,CHC_USER,2,VARCHAR2(255),nvarchar(255),,
R5CHANGEDCANVASES,CHC_CANVAS,3,VARCHAR2(20),nvarchar(20),,
R5CHANGEDCOLUMNS,CHO_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5CHANGEDCOLUMNS,CHO_USER,2,VARCHAR2(255),nvarchar(255),,
R5CHANGEDCOLUMNS,CHO_BLOCK,3,VARCHAR2(15),nvarchar(15),,
R5CHANGEDCOLUMNS,CHO_ITEM,4,VARCHAR2(30),nvarchar(30),,
R5CHANGENOTICE,CNH_CODE,1,VARCHAR2(24),nvarchar(24),,
R5CHANGENOTICELINES,CNL_CN,1,VARCHAR2(24),nvarchar(24),,
R5CHANGENOTICELINES,CNL_CNLINE,2,"NUMBER(30,0)","numeric(30,0)",,
R5CHARGEDEFSEQUENCE,CDS_CATEGORY,1,VARCHAR2(4),nvarchar(4),,
R5CHARGEDEFSEQUENCE,CDS_SUBCATEGORY,2,VARCHAR2(30),nvarchar(30),,
R5CHARGEDEFSEQUENCE,CDS_LEVEL,3,VARCHAR2(4),nvarchar(4),,
R5CHARGEDEFSEQUENCE,CDS_SEQUENCE,4,"NUMBER(3,0)","numeric(3,0)",,
R5CHILDWORKS,CHW_PARENTSTWO,1,VARCHAR2(20),nvarchar(20),,
R5CHILDWORKS,CHW_CHILDSTWO,2,VARCHAR2(20),nvarchar(20),,
R5CHILDWORKS,CHW_SEQ,3,"NUMBER(3,0)","numeric(3,0)",,
R5CHILDWORKS,CHW_STEP,4,"NUMBER(3,0)","numeric(3,0)",,
R5CLASSES,CLS_ENTITY,1,VARCHAR2(4),nvarchar(4),,
R5CLASSES,CLS_CODE,2,VARCHAR2(8),nvarchar(8),,
R5CLASSES,CLS_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CLASSLINEARREFS,CLR_ID,1,"NUMBER(38,0)","numeric(38,0)",,
R5CLOSEDPERIODS,CLP_CLOSED,1,DATE,datetime,,
R5CLOSEDPERIODS,CLP_ENTERED,2,DATE,datetime,,
R5CLOSINGCODEHIERARCHY,CCH_PARENTCLOSINGCODE,1,VARCHAR2(8),nvarchar(8),,
R5CLOSINGCODEHIERARCHY,CCH_PARENTCLOSINGCODETYPE,2,VARCHAR2(4),nvarchar(4),,
R5CLOSINGCODEHIERARCHY,CCH_CHILDCLOSINGCODE,3,VARCHAR2(8),nvarchar(8),,
R5CLOSINGCODEHIERARCHY,CCH_CHILDCLOSINGCODETYPE,4,VARCHAR2(4),nvarchar(4),,
R5CMDFUELTYPES,CFL_PK,1,VARCHAR2(30),nvarchar(30),,
R5CMFAILUREMITIGATION,CMM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CNLOCATIONS,CNC_CN,1,VARCHAR2(24),nvarchar(24),,
R5CNLOCATIONS,CNC_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5CNLOCATIONS,CNC_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5CODESTRUCTURE,CSR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CODESTRUCTURECLASSES,CSL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5CODESTRUCTURECLASSES,CSL_RENTITY,2,VARCHAR2(4),nvarchar(4),,
R5CODESTRUCTURECLASSES,CSL_CLASS,3,VARCHAR2(8),nvarchar(8),,
R5CODESTRUCTURECLASSES,CSL_CLASS_ORG,4,VARCHAR2(15),nvarchar(15),,
R5COMMANDS,CMD_CODE,1,VARCHAR2(4),nvarchar(4),,
R5COMMODITIES,CMD_CODE,1,VARCHAR2(15),nvarchar(15),,
R5COMMODITYCO2EMISSION,CCE_DATE,1,DATE,datetime,,
R5COMMODITYCO2EMISSION,CCE_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5COMMODITYCO2EMISSION,CCE_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5COMMODITYCO2EMISSION,CCE_COMMODITY,4,VARCHAR2(15),nvarchar(15),,
R5COMMODITYCO2EMISSION,CCE_TYPE,5,VARCHAR2(4),nvarchar(4),,
R5COMPANIES,COM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5COMPANIES,COM_ORG,2,VARCHAR2(15),nvarchar(15),,
R5COMPATIBLEUNITSLABOR,CLB_PK,1,VARCHAR2(30),nvarchar(30),,
R5COMPATIBLEUNITSLIBRARY,CUL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5COMPATIBLEUNITSLIBRARY,CUL_ORG,2,VARCHAR2(15),nvarchar(15),,
R5COMPCOMMODITIES,CCM_COMPANY,1,VARCHAR2(30),nvarchar(30),,
R5COMPCOMMODITIES,CCM_COMPANY_ORG,2,VARCHAR2(15),nvarchar(15),,
R5COMPCOMMODITIES,CCM_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5COMPCONTACTS,CCO_COMPANY,1,VARCHAR2(30),nvarchar(30),,
R5COMPCONTACTS,CCO_COMPANY_ORG,2,VARCHAR2(15),nvarchar(15),,
R5COMPCONTACTS,CCO_CONTLINE,3,"NUMBER(8,0)","numeric(8,0)",,
R5COMPFUELMIX,CFM_SUPPLIER,1,VARCHAR2(30),nvarchar(30),,
R5COMPFUELMIX,CFM_SUPPLIER_ORG,2,VARCHAR2(15),nvarchar(15),,
R5COMPFUELMIX,CFM_COMMODITY,3,VARCHAR2(15),nvarchar(15),,
R5COMPFUELMIX,CFM_TYPE,4,VARCHAR2(8),nvarchar(8),,
R5COMPFUELMIX,CFM_FROMDATE,5,DATE,datetime,,
R5CONCLAUSES,CCL_CODE,1,VARCHAR2(8),nvarchar(8),,
