Table,Column,Position,Oracle_Data_Type,SQL_Server_Data_Type,GridName,GridID
R5TEMPSTRESS,TMS_MATERIALREV,2,"NUMBER(4,0)","numeric(4,0)",,
R5TEMPSTRESS,TMS_TEMPERATURE,3,NUMBER,"numeric(8,2)",,
R5TEMPWMBWOG,TEV_SESSIONID,1,NUMBER,int,,
R5TEMPWMBWOG,TEV_CODE,2,VARCHAR2(30),nvarchar(30),,
R5TOOLPLAN,TPL_TOOL,1,VARCHAR2(12),nvarchar(12),,
R5TOOLPLAN,TPL_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5TOOLPLAN,TPL_ACT,3,"NUMBER(8,0)","numeric(8,0)",,
R5TOOLPLAN,TPL_MRC,4,VARCHAR2(15),nvarchar(15),,
R5TOOLREQ,TOR_TOOL,1,VARCHAR2(12),nvarchar(12),,
R5TOOLREQ,TOR_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5TOOLREQ,TOR_ACT,3,"NUMBER(8,0)","numeric(8,0)",,
R5TOOLREQ,TOR_MRC,4,VARCHAR2(15),nvarchar(15),,
R5TOOLREQ,TOR_REQUIRED,5,DATE,datetime,,
R5TOOLS,TOO_CODE,1,VARCHAR2(12),nvarchar(12),,
R5TOOLUSAGE,TOU_MRC,1,VARCHAR2(15),nvarchar(15),,
R5TOOLUSAGE,TOU_TOOL,2,VARCHAR2(12),nvarchar(12),,
R5TOOLUSAGE,TOU_EVENT,3,VARCHAR2(30),nvarchar(30),,
R5TOOLUSAGE,TOU_ACT,4,"NUMBER(8,0)","numeric(8,0)",,
R5TOOLUSAGE,TOU_DATEUSED,5,DATE,datetime,,
R5TOOLUSAGEINTERFACE,TUI_TRANSID,1,NUMBER,bigint,,
R5TOPKBARTICLES,TKA_KBARTICLE,1,VARCHAR2(30),nvarchar(30),,
R5TOPKBARTICLES,TKA_KBARTICLE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5TOPKBARTICLES,TKA_LANG,3,VARCHAR2(2),nvarchar(2),,
R5TRACKINGCTRL,TKC_INTERFACERTYPE,1,VARCHAR2(4),nvarchar(4),,
R5TRACKINGCTRL,TKC_UPLOADCOLUMN,2,VARCHAR2(30),nvarchar(30),,
R5TRACKINGDATA,TKD_TRANSID,1,NUMBER,bigint,,
R5TRACKINGDATATEMP,TKT_TRANSID,1,NUMBER,bigint,,
R5TRACKINGLOVS,TKV_CODE,1,VARCHAR2(4),nvarchar(4),,
R5TRACKINGPROMPTS,TKP_TRANS,1,VARCHAR2(4),nvarchar(4),,
R5TRACKINGPROMPTS,TKP_TRANSSEQ,2,NUMBER,int,,
R5TRACKINGPROMPTSSQL,TKL_SQLCODE,1,VARCHAR2(4),nvarchar(4),,
R5TRACKINGREPORTS,TRE_REQID,1,NUMBER,"numeric(38,0)",,
R5TRACKRETURNPROMPTS,TKR_TRANS,1,VARCHAR2(4),nvarchar(4),,
R5TRACKRETURNPROMPTS,TKR_PROMPTSEQ,2,NUMBER,int,,
R5TRACKRETURNPROMPTS,TKR_TARGETPROMPT,3,NUMBER,int,,
R5TRADEQUALIFICATIONS,TRQ_TRADE,1,VARCHAR2(15),nvarchar(15),,
R5TRADEQUALIFICATIONS,TRQ_QUALIFICATION,2,VARCHAR2(20),nvarchar(20),,
R5TRADERATES,TRR_MRC,1,VARCHAR2(15),nvarchar(15),,
R5TRADERATES,TRR_TRADE,2,VARCHAR2(15),nvarchar(15),,
R5TRADERATES,TRR_SUPPLIER,3,VARCHAR2(30),nvarchar(30),,
R5TRADERATES,TRR_SUPPLIER_ORG,4,VARCHAR2(15),nvarchar(15),,
R5TRADERATES,TRR_PERSON,5,VARCHAR2(15),nvarchar(15),,
R5TRADERATES,TRR_ORG,6,VARCHAR2(15),nvarchar(15),,
R5TRADERATES,TRR_START,7,DATE,datetime,,
R5TRADERATES,TRR_OCTYPE,8,VARCHAR2(4),nvarchar(4),,
R5TRADES,TRD_CODE,1,VARCHAR2(15),nvarchar(15),,
R5TRANSACTIONS,TRA_CODE,1,VARCHAR2(30),nvarchar(30),,
R5TRANSFERLINES,TFL_TRANSFER,1,VARCHAR2(30),nvarchar(30),,
R5TRANSFERLINES,TFL_LINE,2,NUMBER,int,,
R5TRANSFERS,TFR_CODE,1,VARCHAR2(30),nvarchar(30),,
R5TRANSINTERFACE,TRN_TRANSID,1,NUMBER,bigint,,
R5TRANSLINES,TRL_TRANS,1,VARCHAR2(30),nvarchar(30),,
R5TRANSLINES,TRL_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5TRANSTOCK,TST_PKEY,1,VARCHAR2(30),nvarchar(30),,
R5TRANSTOCKFIFO,TRF_PK,1,"NUMBER(20,0)","numeric(20,0)",,
R5UBUBAT,BUB_CODE,1,VARCHAR2(8),nvarchar(8),,
R5UBUBAT,BUB_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5UCODES,UCO_ENTITY,1,VARCHAR2(4),nvarchar(4),,
R5UCODES,UCO_CODE,2,VARCHAR2(8),nvarchar(8),,
R5UDFSCREENFIELDS,USF_SCREENNAME,1,VARCHAR2(6),nvarchar(6),,
R5UDFSCREENFIELDS,USF_FIELDNAME,2,VARCHAR2(60),nvarchar(60),,
R5UDFSCREENS,USC_SCREENNAME,1,VARCHAR2(6),nvarchar(6),,
R5UNAVAILABLEGRIDFIELDS,UGF_GRIDNAME,1,VARCHAR2(40),nvarchar(40),,
R5UNAVAILABLEGRIDFIELDS,UGF_USERGROUP,2,VARCHAR2(12),nvarchar(12),,
R5UNAVAILABLEGRIDFIELDS,UGF_FIELDID,3,VARCHAR2(60),nvarchar(60),,
R5UOMCONVERSION,UOC_SITEUOM,1,VARCHAR2(30),nvarchar(30),,
R5UOMCONVERSION,UOC_BASEUOM,2,VARCHAR2(30),nvarchar(30),,
R5UOMS,UOM_CODE,1,VARCHAR2(30),nvarchar(30),,
R5URLPARAMETERS,URL_USERFUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5URLPARAMETERS,URL_TAB,2,VARCHAR2(6),nvarchar(6),,
R5URLPARAMETERS,URL_PARAMETERNAME,3,VARCHAR2(30),nvarchar(30),,
R5USAGE,SUS_ID,1,VARCHAR2(30),nvarchar(30),,
R5USEGRIDGISDEFAULT,UGD_GRIDID,1,"NUMBER(14,0)","numeric(14,0)",,
R5USEGRIDGISDEFAULT,UGD_USERID,2,VARCHAR2(255),nvarchar(255),,
R5USEGRIDGISDEFAULT,UGD_GISSERVICE,3,VARCHAR2(60),nvarchar(60),,
R5USEGRIDGISDEFAULT,UGD_GISLAYER,4,VARCHAR2(60),nvarchar(60),,
R5USERDEFINEDFIELDDEPENDENCIES,UFD_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5USERDEFINEDFIELDDEPENDENCIES,UFD_PAGENAME,2,VARCHAR2(40),nvarchar(40),,
R5USERDEFINEDFIELDLOVVALS,UDL_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5USERDEFINEDFIELDLOVVALS,UDL_FIELD,2,VARCHAR2(20),nvarchar(20),,
R5USERDEFINEDFIELDLOVVALS,UDL_CODE,3,VARCHAR2(80),nvarchar(80),,
R5USERDEFINEDFIELDSETUP,UDF_RENTITY,1,VARCHAR2(4),nvarchar(4),,
R5USERDEFINEDFIELDSETUP,UDF_FIELD,2,VARCHAR2(20),nvarchar(20),,
R5USERFAVORITEKBARTICLES,UFK_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERFAVORITEKBARTICLES,UFK_KBARTICLE,2,VARCHAR2(30),nvarchar(30),,
R5USERFAVORITEKBARTICLES,UFK_KBARTICLE_ORG,3,VARCHAR2(15),nvarchar(15),,
R5USERFUNCTIONDEFS,UFN_FUNCTIONNAME,1,VARCHAR2(128),nvarchar(128),,
R5USERKPI,KPU_CODE,1,VARCHAR2(24),nvarchar(24),,
R5USERKPI,KPU_TYPE,2,VARCHAR2(1),nvarchar(1),,
R5USERKPI,KPU_USER,3,VARCHAR2(255),nvarchar(255),,
R5USERKPI,KPU_SEQUENCE,4,VARCHAR2(4),nvarchar(4),,
R5USERLINEARPREFERENCES,ULP_CODE,1,VARCHAR2(30),nvarchar(30),,
R5USERLPFCLASSES,UPC_LINEARPREFERENCE,1,VARCHAR2(30),nvarchar(30),,
R5USERLPFCLASSES,UPC_CLASS,2,VARCHAR2(8),nvarchar(8),,
R5USERLPFCLASSES,UPC_CLASS_ORG,3,VARCHAR2(15),nvarchar(15),,
R5USERLPFTYPES,LPT_LINEARPREFERENCE,1,VARCHAR2(30),nvarchar(30),,
R5USERLPFTYPES,LPT_TYPE,2,VARCHAR2(8),nvarchar(8),,
R5USERORGANIZATION,UOG_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERORGANIZATION,UOG_ORG,2,VARCHAR2(15),nvarchar(15),,
R5USERORGANIZATION,UOG_ROLE,3,VARCHAR2(30),nvarchar(30),,
R5USERPORTLET,UPT_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERPORTLET,UPT_PORTLET,2,NUMBER,int,,
R5USERPORTLET,UPT_TYPE,3,VARCHAR2(1),nvarchar(1),,
R5USERPORTLET,UPT_FUNCTION,4,VARCHAR2(6),nvarchar(6),,
R5USERPREFERENCES,USP_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERPREFERENCES,USP_TYPE,2,VARCHAR2(4),nvarchar(4),,
R5USERPREFERENCES,USP_CODE,3,VARCHAR2(20),nvarchar(20),,
R5USERPREFS,UPF_PREF,1,VARCHAR2(12),nvarchar(12),,
R5USERPREFS,UPF_USER,2,VARCHAR2(255),nvarchar(255),,
R5USERQAB,UQA_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERQAB,UQA_FUNCTION,2,VARCHAR2(6),nvarchar(6),,
R5USERRESPONSIBILITIES,URS_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERRESPONSIBILITIES,URS_RESPONSIBILITY,2,VARCHAR2(8),nvarchar(8),,
R5USERS,USR_CODE,1,VARCHAR2(255),nvarchar(255),,
R5USERSTRUCTUREPREFERENCES,UST_USERCODE,1,VARCHAR2(255),nvarchar(255),,
R5USERVIEWS,UVW_CODE,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGET,WGT_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETCHART,UWC_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETCUSTOMTABURL,CTU_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETEQUIPMENTHEALTH,WEH_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETEQUIPMENTSUMMARY,WES_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETGRID,UWG_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETKPI,UWK_WIDGETID,1,VARCHAR2(30),nvarchar(255),,
R5USERWIDGETLAYOUT,UWL_USER,1,VARCHAR2(255),nvarchar(255),,
R5USERWIDGETLAYOUT,UWL_FUNCTION,2,VARCHAR2(6),nvarchar(6),,
R5USERWIDGETLAYOUT,UWL_LINE,3,"NUMBER(2,0)","numeric(2,0)",,
R5USERWIDGETNONCONFORMITY,UWN_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5USERWIDGETREPORT,UWR_WIDGETID,1,VARCHAR2(30),nvarchar(30),,
R5UTILITYINVLINES,UIL_INVOICE,1,VARCHAR2(45),nvarchar(45),,
R5UTILITYINVLINES,UIL_INVOICE_ORG,2,VARCHAR2(15),nvarchar(15),,
R5UTILITYINVLINES,UIL_SEQUENCE,3,"NUMBER(6,0)","numeric(6,0)",,
R5WALLTHICKNESS,WTH_PIPING,1,VARCHAR2(20),nvarchar(20),,
R5WALLTHICKNESS,WTH_PIPINGREV,2,"NUMBER(4,0)","numeric(4,0)",,
R5WALLTHICKNESS,WTH_NOMSIZEINCH,3,NUMBER,int,,
R5WALLTHICKNESS,WTH_SCHEDULE,4,VARCHAR2(10),nvarchar(10),,
R5WARCLAIMACTIVITIES,WCA_CLAIM,1,VARCHAR2(30),nvarchar(30),,
R5WARCLAIMACTIVITIES,WCA_ACT,2,"NUMBER(8,0)","numeric(8,0)",,
R5WARCLAIMLINES,WLN_PK,1,NUMBER,"numeric(18,0)",,
R5WARCLAIMS,WCL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5WARCOMPONENTS,WCM_PK,1,VARCHAR2(30),nvarchar(30),,
R5WARCOVERAGES,WCV_SEQNO,1,NUMBER,int,,
R5WARRANTYPARTS,WRP_WARRANTY,1,VARCHAR2(30),nvarchar(30),,
R5WARRANTYPARTS,WRP_PART,2,VARCHAR2(30),nvarchar(30),,
R5WARRANTYPARTS,WRP_PART_ORG,3,VARCHAR2(15),nvarchar(15),,
R5WBWKPK,TWP_SESSION,1,VARCHAR2(20),nvarchar(20),,
R5WBWKPK,TWP_JOB,2,VARCHAR2(30),nvarchar(30),,
R5WIZARD,WIZ_FUNCTION,1,VARCHAR2(6),nvarchar(6),,
R5WIZARD,WIZ_PAGE,2,NUMBER,int,,
R5WIZARD,WIZ_SEQNO,3,NUMBER,int,,
R5WOLABORSCHEDDAYPATTERN,SDP_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5WOLABORSCHEDDAYPATTERN,SDP_PATTERNNUM,2,NUMBER,"numeric(18,0)",,
R5WOLABORSCHEDEMP,WLO_SESSIONID,1,"NUMBER(18,0)","numeric(18,0)",,
R5WOLABORSCHEDEMP,WLO_PERSON,2,VARCHAR2(15),nvarchar(15),,
R5WOLABORSCHEDEQUIP,WLE_SESSIONID,1,"NUMBER(18,0)","numeric(18,0)",,
R5WOLABORSCHEDEQUIP,WLE_OBJECT,2,VARCHAR2(30),nvarchar(30),,
R5WOLABORSCHEDEQUIP,WLE_OBJECT_ORG,3,VARCHAR2(15),nvarchar(15),,
R5WOLABORSCHEDPARAMS,WLS_CODE,1,VARCHAR2(30),nvarchar(30),,
R5WOLABORSCHEDPERIODPATTERN,SPT_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5WOLABORSCHEDPERIODPATTERN,SPT_PATTERNNUM,2,NUMBER,"numeric(18,0)",,
R5WOLABORSCHEDPERSONPERIOD,SPP_SESSIONID,1,NUMBER,"numeric(18,0)",,
R5WOLABORSCHEDPERSONPERIOD,SPP_PERSON,2,VARCHAR2(15),nvarchar(15),,
R5WOLABORSCHEDSCHEDTEMP,SCT_SESSIONID,1,"NUMBER(18,0)","numeric(18,0)",,
R5WOLABORSCHEDSCHEDTEMP,SCT_CODE,2,"NUMBER(38,0)","numeric(38,0)",,
R5WOLABORSCHEDWO,LSW_SESSIONID,1,"NUMBER(18,0)","numeric(18,0)",,
R5WOLABORSCHEDWO,LSW_EVENT,2,VARCHAR2(30),nvarchar(30),,
R5WOLABORSCHEDWO,LSW_ACT,3,"NUMBER(8,0)","numeric(8,0)",,
R5WOREPAIRS,WOR_PK,1,NUMBER,"numeric(18,0)",,
R5WORKFLOWAPPROVALSTEPS,WFA_PK,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWEVENTPARAMS,WFM_WFEPK,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWEVENTPARAMS,WFM_PARAMETER,2,"NUMBER(4,0)","numeric(4,0)",,
R5WORKFLOWEVENTS,WFE_PK,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWEVENTSTEPS,WFV_WFEPK,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWEVENTSTEPS,WFV_SEQUENCE,2,"NUMBER(4,0)","numeric(4,0)",,
R5WORKFLOWFUNCTIONS,WFF_CODE,1,VARCHAR2(8),nvarchar(8),,
R5WORKFLOWPARAMETERS,WFP_WORKFLOW,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWPARAMETERS,WFP_ORG,2,VARCHAR2(15),nvarchar(15),,
R5WORKFLOWPARAMETERS,WFP_REVISION,3,"NUMBER(4,0)","numeric(4,0)",,
R5WORKFLOWPARAMETERS,WFP_COLUMN,4,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWS,WFL_CODE,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWS,WFL_ORG,2,VARCHAR2(15),nvarchar(15),,
R5WORKFLOWS,WFL_REVISION,3,"NUMBER(4,0)","numeric(4,0)",,
R5WORKFLOWSTEPCONDITIONS,WFC_WFAPK,1,VARCHAR2(30),nvarchar(30),,
R5WORKFLOWSTEPCONDITIONS,WFC_COLUMN,2,VARCHAR2(30),nvarchar(30),,
R5WORKLOAD,WRK_DATE,1,DATE,datetime,,
R5WORKLOAD,WRK_MRC,2,VARCHAR2(15),nvarchar(15),,
R5WORKLOAD,WRK_TRADE,3,VARCHAR2(15),nvarchar(15),,
R5WORKPACKAGES,WPK_CODE,1,VARCHAR2(24),nvarchar(24),,
R5WORKSAFETY,KSF_PK,1,VARCHAR2(30),nvarchar(30),,
R5WORKSPACEEMPLOYEES,WKE_WORKSPACE_NUMBER,1,VARCHAR2(30),nvarchar(30),,
R5WORKSPACEEMPLOYEES,WKE_PERSON,2,VARCHAR2(15),nvarchar(15),,
R5WORKSPACEMOVECHILDREN,WMC_PK,1,VARCHAR2(30),nvarchar(30),,
R5WORKSPACEMOVES,WKM_PK,1,VARCHAR2(30),nvarchar(30),,
R5WORKSPACES,WKS_PK,1,VARCHAR2(30),nvarchar(30),,
R5WPPERSONS,WPP_PACKAGE,1,VARCHAR2(24),nvarchar(24),,
R5WPPERSONS,WPP_PERSON,2,VARCHAR2(15),nvarchar(15),,
R5WSDUP,WDU_CODE,1,VARCHAR2(512),nvarchar(512),,
R5WSDUP1,WD1_CODE,1,VARCHAR2(512),nvarchar(512),,
R5WSDUP2,WD2_CODE,1,VARCHAR2(512),nvarchar(512),,
R5WSEVENTBUFFER,WEF_CODE,1,VARCHAR2(60),nvarchar(60),,
R5WSEVENTS,WSE_CODE,1,VARCHAR2(32),nvarchar(32),,
R5WSMESSAGELINES,WML_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSMESSAGELINES,WML_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5WSMESSAGELINES_ARCHIVE,AWL_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSMESSAGELINES_ARCHIVE,AWL_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5WSMESSAGES,WSM_MSGIND,1,VARCHAR2(60),nvarchar(60),,
R5WSMESSAGESTATUS,WSS_CODE,1,VARCHAR2(60),nvarchar(60),,
R5WSMESSAGESTATUS_ARCHIVE,AWS_CODE,1,VARCHAR2(60),nvarchar(60),,
R5WSMESSAGES_ARCHIVE,AWM_MSGIND,1,VARCHAR2(60),nvarchar(60),,
R5WSMSGDFSUUID,WSD_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSMSGDFSUUID,WSD_DATAFLOWUUID,2,VARCHAR2(64),nvarchar(64),,
R5WSMSGPARTS,WSP_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSMSGPARTS,WSP_PART,2,VARCHAR2(60),nvarchar(60),,
R5WSPRETURNPROMPTS,WPR_WSPCODE,1,VARCHAR2(6),nvarchar(6),,
R5WSPRETURNPROMPTS,WPR_SOURCESEQ,2,"NUMBER(8,0)","numeric(8,0)",,
R5WSPRETURNPROMPTS,WPR_TARGETSEQ,3,"NUMBER(8,0)","numeric(8,0)",,
R5WSPROMPTFIELDS,WSF_WSPMTCODE,1,VARCHAR2(6),nvarchar(6),,
R5WSPROMPTFIELDS,WSF_LINE,2,"NUMBER(8,0)","numeric(8,0)",,
R5WSPROMPTS,WST_CODE,1,VARCHAR2(6),nvarchar(6),,
R5WSREQHIST,WSQ_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSREQHIST,WSQ_PROCESS,2,VARCHAR2(30),nvarchar(30),,
R5WSREQHIST_ARCHIVE,AWQ_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSREQHIST_ARCHIVE,AWQ_PROCESS,2,VARCHAR2(30),nvarchar(30),,
R5WSRSPHIST,WSR_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSRSPHIST,WSR_PROCESS,2,VARCHAR2(30),nvarchar(30),,
R5WSRSPHIST_ARCHIVE,AWR_MESSAGE,1,VARCHAR2(60),nvarchar(60),,
R5WSRSPHIST_ARCHIVE,AWR_PROCESS,2,VARCHAR2(30),nvarchar(30),,
R5XMLTRANSTATUS,XTS_SEQNUM,1,NUMBER,int,,
R5XMLTRANSTATUSHIST,XTH_SEQNUM,1,NUMBER,int,,
R5YEARLYINFLATIONPERCENT,YIP_YEAR,1,"NUMBER(4,0)","numeric(4,0)",,
R5YEARLYINFLATIONPERCENT,YIP_COUNTRY,2,VARCHAR2(8),nvarchar(8),,
R5YEARLYINFLATIONPERCENT,YIP_CURRENCY,3,VARCHAR2(3),nvarchar(3),,
R5YEARS,ACY_YEAR,1,VARCHAR2(8),nvarchar(8),,
